file,algo,level,target,n,seed_idx,num_qubits,depth,size,num_2q_gates,program_communication,critical_depth,entanglement_ratio,parallelism,liveness,fiedler_topology,spectral_entropy_topology,laplacian_max_eig_topology,spectral_gap_ratio_topology,effective_resistance,log_spanning_trees,laplacian_energy,von_neumann_entropy,fiedler_2q_weighted,spectral_entropy_2q_weighted,gini_2q_multiplicity,edge_weight_mean_2q,edge_weight_max_2q,log_estrada_index,graph_density,graph_diameter,avg_clustering,n_components,max_degree,degree_variance,assortativity,num_triangles,twoq_temporal_locality,gate_entropy,num_unique_gates,depth_per_qubit,fiedler_at_half_depth,time_to_connected,has_2q_interactions
qftentangled_indep_none_12_s0.qasm,qftentangled,indep,none,12,0,12.0,26.0,90.0,77.0,1.0,0.15584415584415584,0.8555555555555555,0.22377622377622378,0.5737179487179487,11.999999999999991,2.3978952727983707,12.000000000000004,0.999999999999999,0.9166666666666665,24.849066497880003,131.99999999999991,1.3322676295501875e-15,12.068148347421866,2.3932459390144083,0.119047619047619,1.1666666666666667,2.0,11.000084284484638,1.0,1.0,1.0,1.0,11.0,0.0,0.0,220.0,7.0,0.7638274189799746,3.0,2.1666666666666665,0.6195211166107397,0.46153846153846156,1.0
qftentangled_indep_none_3_s0.qasm,qftentangled,indep,none,3,0,3.0,8.0,9.0,5.0,1.0,0.6,0.5555555555555556,0.0625,0.7083333333333334,3.0,0.6931471805599453,3.0,1.0,0.6666666666666666,1.0986122886681098,6.0,-0.0,4.000000000000001,0.6730116670092565,0.1333333333333333,1.6666666666666667,2.0,2.2109976232381756,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.5,1.0608569471580214,3.0,2.6666666666666665,0.9999999999999997,0.375,1.0
qftentangled_indep_none_4_s0.qasm,qftentangled,indep,none,4,0,4.0,10.0,14.0,9.0,1.0,0.4444444444444444,0.6428571428571429,0.1333333333333333,0.675,3.9999999999999964,1.0986122886681096,4.0,0.9999999999999991,0.7500000000000002,2.77258872223978,11.999999999999993,8.881784197001248e-16,4.585786437626905,1.0799183745112713,0.16666666666666666,1.5,2.0,3.099604568462055,1.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,3.0,1.060944240790747,3.0,2.5,1.0,0.4,1.0
qftentangled_indep_none_5_s0.qasm,qftentangled,indep,none,5,0,5.0,12.0,20.0,14.0,1.0,0.35714285714285715,0.7,0.16666666666666669,0.65,4.9999999999999964,1.3862943611198906,5.000000000000001,0.9999999999999991,0.8000000000000002,4.828313737302301,19.999999999999993,6.661338147750935e-16,5.381966011250104,1.370864136245933,0.17142857142857135,1.4,2.0,4.044272763571976,1.0,1.0,1.0,1.0,4.0,0.0,0.0,10.0,3.5,1.0296530140645737,3.0,2.4,0.8299135133739663,0.4166666666666667,1.0
qftentangled_indep_none_6_s0.qasm,qftentangled,indep,none,6,0,6.0,14.0,27.0,20.0,1.0,0.3,0.7407407407407407,0.18571428571428572,0.6309523809523809,6.0,1.6094379124341005,6.0,1.0,0.8333333333333333,7.16703787691222,29.999999999999993,-0.0,6.2679491924311215,1.5968550721175374,0.16666666666666666,1.3333333333333333,2.0,5.018950997980912,1.0,1.0,1.0,1.0,5.0,0.0,0.0,20.0,4.0,0.9888252503713347,3.0,2.3333333333333335,0.7639320225002102,0.42857142857142855,1.0
qftentangled_indep_none_7_s0.qasm,qftentangled,indep,none,7,0,7.0,16.0,35.0,27.0,1.0,0.25925925925925924,0.7714285714285715,0.19791666666666666,0.6160714285714286,6.999999999999996,1.791759469228055,7.000000000000001,0.9999999999999992,0.8571428571428572,9.729550745276565,41.999999999999986,7.771561172376092e-16,7.198062264195161,1.781415553281082,0.15873015873015867,1.2857142857142858,2.0,6.007918608867486,1.0,1.0,1.0,1.0,6.0,0.0,0.0,35.0,4.5,0.9461749088894451,3.0,2.2857142857142856,0.7122999965657965,0.4375,1.0
qftentangled_indep_none_8_s0.qasm,qftentangled,indep,none,8,0,8.0,18.0,44.0,35.0,1.0,0.22857142857142856,0.7954545454545454,0.20634920634920637,0.6041666666666666,7.999999999999994,1.9459101490553135,8.000000000000004,0.9999999999999988,0.8750000000000002,12.476649250079015,55.99999999999997,1.3322676295501875e-15,8.152240934977424,1.9373001601867137,0.14999999999999997,1.25,2.0,7.003254817690259,1.0,1.0,1.0,1.0,7.0,0.0,0.0,56.0,5.0,0.9046869401837412,3.0,2.25,0.6805809865837061,0.4444444444444444,1.0
qftentangled_indep_none_9_s0.qasm,qftentangled,indep,none,9,0,9.0,20.0,54.0,44.0,1.0,0.20454545454545456,0.8148148148148148,0.21250000000000002,0.5944444444444444,8.999999999999996,2.0794415416798353,9.0,0.9999999999999996,0.8888888888888888,15.380572041353533,72.0,4.440892098500625e-16,9.120614758428182,2.0721828239804,0.14141414141414138,1.2222222222222223,2.0,8.001321867009315,1.0,1.0,1.0,1.0,8.0,0.0,0.0,84.0,5.5,0.8655013604939206,3.0,2.2222222222222223,0.6580906791828672,0.45,1.0
qnn_indep_none_10_s0.qasm,qnn,indep,none,10,0,10.0,12.0,29.0,9.0,0.2,1.0,0.3103448275862069,0.15740740740740738,0.4,0.09788696740969288,1.9329587270371456,3.9021130325903073,0.025085630936916604,16.499999999999996,8.881784197001252e-16,19.6,2.421309711843047,0.09788696740969288,1.9329587270371456,0.0,1.0,1.0,3.1051803423299846,0.2,9.0,0.0,1.0,2.0,0.16,-0.12499999999999775,0.0,0.0,1.0974088280586503,3.0,1.2,0.0,0.8333333333333334,1.0
qnn_indep_none_11_s0.qasm,qnn,indep,none,11,0,11.0,13.0,32.0,10.0,0.18181818181818182,1.0,0.3125,0.14615384615384616,0.3706293706293706,0.08101405277100515,2.034112907263251,3.9189859472289945,0.020672197824104965,20.000000000000007,0.0,21.636363636363633,2.611410739104783,0.08101405277100515,2.034112907263251,0.0,1.0,1.0,3.202454853151658,0.18181818181818182,10.0,0.0,1.0,2.0,0.14876033057851237,-0.11111111111111192,0.0,0.0,1.0976250611902076,3.0,1.1818181818181819,0.0,0.8461538461538461,1.0
qnn_indep_none_12_s0.qasm,qnn,indep,none,12,0,12.0,14.0,35.0,11.0,0.16666666666666666,1.0,0.3142857142857143,0.13636363636363635,0.34523809523809523,0.06814834742186346,2.1259701193677225,3.931851652578137,0.017332380120999278,23.83333333333333,-4.440892098500626e-16,23.666666666666664,2.786362912295246,0.06814834742186346,2.1259701193677225,0.0,1.0,1.0,3.2911002302538686,0.16666666666666666,11.0,0.0,1.0,2.0,0.13888888888888887,-0.10000000000000504,0.0,0.0,1.0977878444695828,3.0,1.1666666666666667,0.0,0.8571428571428571,1.0
qnn_indep_none_3_s0.qasm,qnn,indep,none,3,0,3.0,5.0,8.0,2.0,0.6666666666666666,1.0,0.25,0.30000000000000004,0.8666666666666667,0.9999999999999997,0.5623351446188083,3.0,0.3333333333333332,1.3333333333333337,-4.440892098500626e-16,4.666666666666667,0.36620409622270317,0.9999999999999997,0.5623351446188083,0.0,1.0,1.0,1.8494570055365827,0.6666666666666666,2.0,0.0,1.0,2.0,0.2222222222222222,-1.0,0.0,0.0,1.0821955300387671,3.0,1.6666666666666667,0.0,0.6,1.0
qnn_indep_none_4_s0.qasm,qnn,indep,none,4,0,4.0,6.0,11.0,3.0,0.5,1.0,0.2727272727272727,0.27777777777777773,0.75,0.585786437626905,0.9141778554279378,3.4142135623730945,0.17157287525380993,2.5,-4.440892098500626e-16,6.999999999999997,0.7630691209796603,0.585786437626905,0.9141778554279378,0.0,1.0,1.0,2.1559086920711485,0.5,3.0,0.0,1.0,2.0,0.25,-0.4999999999999988,0.0,0.0,1.0900596587107838,3.0,1.5,3.960290235698816e-17,0.6666666666666666,1.0
qnn_indep_none_5_s0.qasm,qnn,indep,none,5,0,5.0,7.0,14.0,4.0,0.4,1.0,0.2857142857142857,0.25,0.6571428571428571,0.3819660112501052,1.1729838118904259,3.6180339887498953,0.10557280900008412,3.9999999999999996,2.220446049250313e-16,9.200000000000003,1.1247682922315043,0.3819660112501052,1.1729838118904259,0.0,1.0,1.0,2.3901669543082593,0.4,4.0,0.0,1.0,2.0,0.24,-0.3333333333333333,0.0,0.0,1.0933747175566468,3.0,1.4,0.0,0.7142857142857143,1.0
qnn_indep_none_6_s0.qasm,qnn,indep,none,6,0,6.0,8.0,17.0,5.0,0.3333333333333333,1.0,0.29411764705882354,0.225,0.5833333333333334,0.2679491924311227,1.378164372501056,3.7320508075688767,0.07179676972449084,5.833333333333333,0.0,11.333333333333332,1.4455645812251086,0.2679491924311227,1.378164372501056,0.0,1.0,1.0,2.579830499327949,0.3333333333333333,5.0,0.0,1.0,2.0,0.2222222222222222,-0.250000000000004,0.0,0.0,1.0950778621205006,3.0,1.3333333333333333,0.0,0.75,1.0
qnn_indep_none_7_s0.qasm,qnn,indep,none,7,0,7.0,9.0,20.0,6.0,0.2857142857142857,1.0,0.3,0.20370370370370372,0.5238095238095238,0.19806226419516176,1.5482623649637581,3.801937735804839,0.05209508360168703,7.999999999999998,2.220446049250313e-16,13.428571428571429,1.7301700529675506,0.19806226419516176,1.5482623649637581,0.0,1.0,1.0,2.739192650176053,0.2857142857142857,6.0,0.0,1.0,2.0,0.20408163265306126,-0.19999999999999687,0.0,0.0,1.0960673284468554,3.0,1.2857142857142858,0.0,0.7777777777777778,1.0
qnn_indep_none_8_s0.qasm,qnn,indep,none,8,0,8.0,10.0,23.0,7.0,0.25,1.0,0.30434782608695654,0.1857142857142857,0.475,0.1522409349774265,1.693569178721476,3.8477590650225735,0.03956612989658004,10.499999999999998,4.440892098500626e-16,15.5,1.9844184338755935,0.1522409349774265,1.693569178721476,0.0,1.0,1.0,2.876614899748463,0.25,7.0,0.0,1.0,2.0,0.1875,-0.16666666666667096,0.0,0.0,1.096692663308951,3.0,1.25,0.0,0.8,1.0
qnn_indep_none_9_s0.qasm,qnn,indep,none,9,0,9.0,11.0,26.0,8.0,0.2222222222222222,1.0,0.3076923076923077,0.17045454545454547,0.43434343434343436,0.12061475842818312,1.8204105224212266,3.8793852415718173,0.031091204125763345,13.333333333333341,-4.440892098500626e-16,17.55555555555556,2.213415782253626,0.12061475842818312,1.8204105224212266,0.0,1.0,1.0,2.9974137257344693,0.2222222222222222,8.0,0.0,1.0,2.0,0.1728395061728395,-0.14285714285714285,0.0,0.0,1.0971128947333808,3.0,1.2222222222222223,0.0,0.8181818181818182,1.0
qpeexact_indep_none_10_s0.qasm,qpeexact,indep,none,10,0,10.0,24.0,60.0,43.0,0.9555555555555556,0.4883720930232558,0.7166666666666667,0.16666666666666666,0.4666666666666667,7.0,2.1918199852186664,10.000000000000002,0.6999999999999998,0.953968253968254,17.958645284355807,90.39999999999998,0.3444969248491568,7.0,2.1918199852186664,0.0,1.0,1.0,8.64290045990668,0.9555555555555556,2.0,0.961111111111111,1.0,9.0,0.44000000000000006,-0.2524271844660605,105.0,0.0,0.6594608200444394,3.0,2.4,0.8208214523260697,0.375,1.0
qpeexact_indep_none_11_s0.qasm,qpeexact,indep,none,11,0,11.0,31.0,76.0,55.0,1.0,0.4909090909090909,0.7236842105263158,0.14516129032258066,0.41348973607038125,10.999999999999995,2.3025850929940455,11.000000000000002,0.9999999999999993,0.9090909090909092,21.581057455185338,109.99999999999999,2.220446049250312e-16,10.999999999999995,2.3025850929940455,0.0,1.0,1.0,10.000212394380382,1.0,1.0,1.0,1.0,10.0,0.0,0.0,165.0,0.0,0.6423389895117821,3.0,2.8181818181818183,0.999999999999999,0.3548387096774194,1.0
qpeexact_indep_none_12_s0.qasm,qpeexact,indep,none,12,0,12.0,32.0,86.0,65.0,0.9848484848484849,0.4461538461538462,0.7558139534883721,0.1534090909090909,0.421875,10.000000000000002,2.396652535805579,12.00000000000001,0.8333333333333327,0.9333333333333333,24.666744941086048,131.66666666666663,0.15193463066162985,10.000000000000002,2.396652535805579,0.0,1.0,1.0,10.844395497190215,0.9848484848484849,2.0,0.9848484848484849,1.0,11.0,0.13888888888888887,-0.18181818181819143,210.0,0.0,0.6026052263198306,3.0,2.6666666666666665,0.9009804864072151,0.375,1.0
qpeexact_indep_none_3_s0.qasm,qpeexact,indep,none,3,0,3.0,5.0,5.0,2.0,0.6666666666666666,1.0,0.4,0.0,0.6,1.0,0.5623351446188083,3.0,0.3333333333333333,1.3333333333333333,0.0,4.666666666666667,0.3662040962227032,1.0,0.5623351446188083,0.0,1.0,1.0,1.8494570055365827,0.6666666666666666,2.0,0.0,1.0,2.0,0.2222222222222222,-1.0,0.0,0.0,1.0549201679861442,3.0,1.6666666666666667,0.0,0.6,1.0
qpeexact_indep_none_4_s0.qasm,qpeexact,indep,none,4,0,4.0,6.0,9.0,4.0,0.6666666666666666,0.75,0.4444444444444444,0.16666666666666666,0.6666666666666666,1.0000000000000002,0.9743147528693494,4.0,0.25000000000000006,1.583333333333333,1.0986122886681102,10.0,0.5623351446188083,1.0000000000000002,0.9743147528693494,0.0,1.0,1.0,2.4612305147503055,0.6666666666666666,2.0,0.5833333333333334,1.0,3.0,0.5,-0.7142857142857143,1.0,0.0,0.9649629230074277,3.0,1.5,0.5857864376269052,0.5,1.0
qpeexact_indep_none_5_s0.qasm,qpeexact,indep,none,5,0,5.0,13.0,19.0,10.0,1.0,0.9,0.5263157894736842,0.11538461538461536,0.5076923076923077,4.9999999999999964,1.3862943611198906,5.000000000000001,0.9999999999999991,0.8000000000000002,4.828313737302301,19.999999999999993,6.661338147750935e-16,4.9999999999999964,1.3862943611198906,0.0,1.0,1.0,4.044272763571976,1.0,1.0,1.0,1.0,4.0,0.0,0.0,10.0,0.0,0.8569977547780645,3.0,2.6,1.0,0.38461538461538464,1.0
qpeexact_indep_none_6_s0.qasm,qpeexact,indep,none,6,0,6.0,14.0,23.0,14.0,0.9333333333333333,0.7857142857142857,0.6086956521739131,0.12857142857142856,0.5,3.9999999999999996,1.5983686278197435,6.0000000000000036,0.6666666666666662,0.9166666666666665,6.761572768804056,29.33333333333334,0.27031007207210894,3.9999999999999996,1.5983686278197435,0.0,1.0,1.0,4.730966310057835,0.9333333333333333,2.0,0.9333333333333332,1.0,5.0,0.22222222222222224,-0.3999999999999776,16.0,0.0,0.8058274790573101,3.0,2.3333333333333335,0.7639320225002103,0.42857142857142855,1.0
qpeexact_indep_none_7_s0.qasm,qpeexact,indep,none,7,0,7.0,15.0,30.0,19.0,0.9047619047619048,0.631578947368421,0.6333333333333333,0.16666666666666666,0.5238095238095238,3.9999999999999973,1.7749225167422629,7.0,0.5714285714285711,0.9880952380952386,9.015784277513884,41.71428571428569,0.4519096043864649,3.9999999999999973,1.7749225167422629,0.0,1.0,1.0,5.5198395607194755,0.9047619047619048,2.0,0.9238095238095239,1.0,6.0,0.5306122448979592,-0.3734939759036112,26.0,0.0,0.7688576638587279,3.0,2.142857142857143,0.6338322203185344,0.4,1.0
qpeexact_indep_none_8_s0.qasm,qpeexact,indep,none,8,0,8.0,22.0,43.0,28.0,1.0,0.6428571428571429,0.6511627906976745,0.13636363636363638,0.4431818181818182,7.999999999999994,1.9459101490553135,8.000000000000004,0.9999999999999988,0.8750000000000002,12.476649250079015,55.99999999999997,1.3322676295501875e-15,7.999999999999994,1.9459101490553135,0.0,1.0,1.0,7.003254817690259,1.0,1.0,1.0,1.0,7.0,0.0,0.0,56.0,0.0,0.7321645598907873,3.0,2.75,0.9999999999999994,0.36363636363636365,1.0
qpeexact_indep_none_9_s0.qasm,qpeexact,indep,none,9,0,9.0,23.0,50.0,35.0,0.9722222222222222,0.5714285714285714,0.7,0.1467391304347826,0.4492753623188406,7.000000000000002,2.07640210754123,9.000000000000009,0.7777777777777772,0.9206349206349205,15.12925761307263,71.55555555555557,0.195466777551815,7.000000000000002,2.07640210754123,0.0,1.0,1.0,7.7976292714546105,0.9722222222222222,2.0,0.9722222222222222,1.0,8.0,0.1728395061728395,-0.2500000000000916,77.0,0.0,0.6843433100932841,3.0,2.5555555555555554,0.8170428655877541,0.391304347826087,1.0
qpeinexact_indep_none_10_s0.qasm,qpeinexact,indep,none,10,0,10.0,28.0,64.0,45.0,1.0,0.5333333333333333,0.703125,0.14285714285714285,0.42142857142857143,9.999999999999993,2.1972245773362196,10.00000000000001,0.9999999999999982,0.8999999999999999,18.420680743952367,90.0,-6.66133814775095e-16,9.999999999999993,2.1972245773362196,0.0,1.0,1.0,9.00053186770524,1.0,1.0,1.0,1.0,9.0,0.0,0.0,120.0,0.0,0.6694064633316195,3.0,2.8,0.9999999999999994,0.35714285714285715,1.0
qpeinexact_indep_none_11_s0.qasm,qpeinexact,indep,none,11,0,11.0,31.0,76.0,55.0,1.0,0.4909090909090909,0.7236842105263158,0.14516129032258066,0.41348973607038125,10.999999999999995,2.3025850929940455,11.000000000000002,0.9999999999999993,0.9090909090909092,21.581057455185338,109.99999999999999,2.220446049250312e-16,10.999999999999995,2.3025850929940455,0.0,1.0,1.0,10.000212394380382,1.0,1.0,1.0,1.0,10.0,0.0,0.0,165.0,0.0,0.6423389895117821,3.0,2.8181818181818183,0.999999999999999,0.3548387096774194,1.0
qpeinexact_indep_none_12_s0.qasm,qpeinexact,indep,none,12,0,12.0,34.0,89.0,66.0,1.0,0.45454545454545453,0.7415730337078652,0.14705882352941177,0.4068627450980392,11.999999999999991,2.3978952727983707,12.000000000000004,0.999999999999999,0.9166666666666665,24.849066497880003,131.99999999999991,1.3322676295501875e-15,11.999999999999991,2.3978952727983707,0.0,1.0,1.0,11.000084284484638,1.0,1.0,1.0,1.0,11.0,0.0,0.0,220.0,0.0,0.6176234826801507,3.0,2.8333333333333335,0.9999999999999988,0.35294117647058826,1.0
qpeinexact_indep_none_3_s0.qasm,qpeinexact,indep,none,3,0,3.0,7.0,8.0,3.0,1.0,1.0,0.375,0.0714285714285714,0.6190476190476191,3.0,0.6931471805599453,3.0,1.0,0.6666666666666666,1.0986122886681098,6.0,-0.0,3.0,0.6931471805599453,0.0,1.0,1.0,2.2109976232381756,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.9743147528693494,3.0,2.3333333333333335,0.9999999999999997,0.42857142857142855,1.0
qpeinexact_indep_none_4_s0.qasm,qpeinexact,indep,none,4,0,4.0,10.0,13.0,6.0,1.0,1.0,0.46153846153846156,0.10000000000000002,0.55,3.9999999999999964,1.0986122886681096,4.0,0.9999999999999991,0.7500000000000002,2.77258872223978,11.999999999999993,8.881784197001248e-16,3.9999999999999964,1.0986122886681096,0.0,1.0,1.0,3.099604568462055,1.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.9110175397125628,3.0,2.5,1.0,0.4,1.0
qpeinexact_indep_none_5_s0.qasm,qpeinexact,indep,none,5,0,5.0,13.0,19.0,10.0,1.0,0.9,0.5263157894736842,0.11538461538461536,0.5076923076923077,4.9999999999999964,1.3862943611198906,5.000000000000001,0.9999999999999991,0.8000000000000002,4.828313737302301,19.999999999999993,6.661338147750935e-16,4.9999999999999964,1.3862943611198906,0.0,1.0,1.0,4.044272763571976,1.0,1.0,1.0,1.0,4.0,0.0,0.0,10.0,0.0,0.8569977547780645,3.0,2.6,1.0,0.38461538461538464,1.0
qpeinexact_indep_none_6_s0.qasm,qpeinexact,indep,none,6,0,6.0,16.0,26.0,15.0,1.0,0.8,0.5769230769230769,0.125,0.4791666666666667,6.0,1.6094379124341005,6.0,1.0,0.8333333333333333,7.16703787691222,29.999999999999993,-0.0,6.0,1.6094379124341005,0.0,1.0,1.0,5.018950997980912,1.0,1.0,1.0,1.0,5.0,0.0,0.0,20.0,0.0,0.8101502323878818,3.0,2.6666666666666665,0.9999999999999998,0.375,1.0
qpeinexact_indep_none_7_s0.qasm,qpeinexact,indep,none,7,0,7.0,19.0,34.0,21.0,1.0,0.7142857142857143,0.6176470588235294,0.13157894736842105,0.45864661654135336,6.999999999999996,1.791759469228055,7.000000000000001,0.9999999999999992,0.8571428571428572,9.729550745276565,41.999999999999986,7.771561172376092e-16,6.999999999999996,1.791759469228055,0.0,1.0,1.0,6.007918608867486,1.0,1.0,1.0,1.0,6.0,0.0,0.0,35.0,0.0,0.7688943190382823,3.0,2.7142857142857144,0.9999999999999999,0.3684210526315789,1.0
qpeinexact_indep_none_8_s0.qasm,qpeinexact,indep,none,8,0,8.0,22.0,43.0,28.0,1.0,0.6428571428571429,0.6511627906976745,0.13636363636363638,0.4431818181818182,7.999999999999994,1.9459101490553135,8.000000000000004,0.9999999999999988,0.8750000000000002,12.476649250079015,55.99999999999997,1.3322676295501875e-15,7.999999999999994,1.9459101490553135,0.0,1.0,1.0,7.003254817690259,1.0,1.0,1.0,1.0,7.0,0.0,0.0,56.0,0.0,0.7321645598907873,3.0,2.75,0.9999999999999994,0.36363636363636365,1.0
qpeinexact_indep_none_9_s0.qasm,qpeinexact,indep,none,9,0,9.0,25.0,53.0,36.0,1.0,0.5833333333333334,0.6792452830188679,0.14,0.4311111111111111,8.999999999999996,2.0794415416798353,9.0,0.9999999999999996,0.8888888888888888,15.380572041353533,72.0,4.440892098500625e-16,8.999999999999996,2.0794415416798353,0.0,1.0,1.0,8.001321867009315,1.0,1.0,1.0,1.0,8.0,0.0,0.0,84.0,0.0,0.6991956618491697,3.0,2.7777777777777777,0.9999999999999978,0.36,1.0
qwalk_indep_none_10_s0.qasm,qwalk,indep,none,10,0,10.0,4382.0,5795.0,2442.0,0.8,0.8624078624078624,0.42139775668679896,0.03582838886353263,0.20490643541761752,7.999999999999995,2.1932772825737334,10.000000000000009,0.7999999999999987,0.9500000000000002,17.974393641323942,88.39999999999995,0.3570296821027368,264.5007917022601,2.0619957859433313,0.374078624078624,67.83333333333333,180.0,8.62440504310243,0.9555555555555556,2.0,0.9523809523809523,1.0,9.0,0.24,-0.19444444444443684,104.0,60.31172069825436,1.7408731959143544,11.0,438.2,7.999999999999995,0.04313099041533546,1.0
qwalk_indep_none_11_s0.qasm,qwalk,indep,none,11,0,11.0,5871.0,8036.0,3414.0,0.8,0.8333333333333334,0.42483822797411647,0.036876171010049384,0.1910314179092922,7.585786437626908,2.2964471927577033,11.000000000000016,0.6896169488751724,0.9753228487405701,20.954044066593468,110.7272727272728,0.47226935519353225,265.49587151481285,2.1665666933580185,0.3889998402300687,77.5909090909091,204.0,9.508063961007966,0.9454545454545454,2.0,0.9525252525252526,1.0,10.0,0.6115702479338844,-0.242203052422059,140.0,70.51572700296735,1.7284622606498325,10.0,533.7272727272727,7.585786437626908,0.038153636518480666,1.0
qwalk_indep_none_12_s0.qasm,qwalk,indep,none,12,0,12.0,7257.0,9782.0,4086.0,0.7575757575757576,0.8519334312285854,0.4177059905949704,0.03163090182519699,0.1738551283817923,9.000000000000005,2.39338052013019,12.000000000000018,0.7499999999999993,0.985353535353535,24.10972993485069,128.66666666666677,0.5993912445692501,282.65228553282117,2.2514086831552813,0.4087812041116006,81.72,240.0,10.366473356962489,0.9393939393939394,2.0,0.9354377104377104,1.0,11.0,0.3888888888888889,-0.15051546391756204,181.0,82.70887016848364,1.8036392958343401,10.0,604.75,9.000000000000005,0.04395755821964999,1.0
qwalk_indep_none_3_s0.qasm,qwalk,indep,none,3,0,3.0,20.0,25.0,6.0,0.3333333333333333,1.0,0.24,0.125,0.7666666666666667,3.0,0.6931471805599453,3.0,1.0,0.6666666666666666,1.0986122886681098,6.0,-0.0,0.0,-0.0,0.0,6.0,6.0,2.2109976232381756,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.3823454679963205,5.0,6.666666666666667,3.0,0.1,1.0
qwalk_indep_none_4_s0.qasm,qwalk,indep,none,4,0,4.0,170.0,190.0,90.0,1.0,1.0,0.47368421052631576,0.03921568627450981,0.43529411764705883,3.9999999999999964,1.0986122886681096,4.0,0.9999999999999991,0.7500000000000002,2.77258872223978,11.999999999999993,8.881784197001248e-16,47.99999999999997,1.0790942514190172,0.14444444444444438,15.0,24.0,3.099604568462055,1.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,10.654761904761905,1.188485533705704,7.0,42.5,3.9999999999999964,0.07058823529411765,1.0
qwalk_indep_none_5_s0.qasm,qwalk,indep,none,5,0,5.0,404.0,453.0,252.0,1.0,0.9761904761904762,0.5562913907284768,0.03032178217821785,0.3574257425742574,4.9999999999999964,1.3862943611198906,5.000000000000001,0.9999999999999991,0.8000000000000002,4.828313737302301,19.999999999999993,6.661338147750935e-16,64.11838434299732,1.3275973923861848,0.280952380952381,25.2,48.0,4.044272763571976,1.0,1.0,1.0,1.0,4.0,0.0,0.0,10.0,14.90495867768595,1.6552986873637323,9.0,80.8,4.9999999999999964,0.019801980198019802,1.0
qwalk_indep_none_6_s0.qasm,qwalk,indep,none,6,0,6.0,242.0,283.0,84.0,0.4,1.0,0.2968197879858657,0.033884297520661154,0.35192837465564736,6.0,1.6094379124341005,6.0,1.0,0.8333333333333333,7.16703787691222,29.999999999999993,-0.0,0.0,1.0589929165968435,0.21428571428571427,14.0,24.0,5.018950997980912,1.0,1.0,1.0,1.0,5.0,0.0,0.0,20.0,16.064102564102566,1.8811937633219238,9.0,40.333333333333336,6.0,0.008264462809917356,1.0
qwalk_indep_none_7_s0.qasm,qwalk,indep,none,7,0,7.0,1731.0,2300.0,990.0,0.8571428571428571,0.8737373737373737,0.43043478260869567,0.054785287887540925,0.28497152760584304,4.999999999999999,1.7850283346362747,7.000000000000002,0.714285714285714,0.9142857142857144,9.393078508655353,41.42857142857143,0.24033731187229546,172.23828236666435,1.651278047693502,0.3929292929292929,55.0,144.0,5.7532934583233075,0.9523809523809523,2.0,0.9523809523809524,1.0,6.0,0.20408163265306123,-0.3333333333333333,30.0,29.484567901234566,1.6243155802494722,10.0,247.28571428571428,4.999999999999999,0.0317735413056037,1.0
qwalk_indep_none_8_s0.qasm,qwalk,indep,none,8,0,8.0,2211.0,3170.0,1326.0,0.8214285714285714,0.7880844645550528,0.41829652996845423,0.061962912709181354,0.27431026684758025,5.999999999999998,1.9381903474673872,8.0,0.7499999999999998,0.9583333333333335,11.901285105175454,53.99999999999999,0.43152310867767196,166.37393481352942,1.8056659126906947,0.3714341924060594,57.65217391304348,144.0,6.537600809742093,0.9285714285714286,2.0,0.9190476190476191,1.0,7.0,0.25,-0.23809523809527317,44.0,35.82655410590944,1.673901120081589,10.0,276.375,5.999999999999998,0.03211216644052465,1.0
qwalk_indep_none_9_s0.qasm,qwalk,indep,none,9,0,9.0,3350.0,4529.0,1962.0,0.8333333333333334,0.8348623853211009,0.43320821373371604,0.04399253731343283,0.2303150912106136,6.999999999999997,2.0764021075412304,9.000000000000012,0.7777777777777765,0.9206349206349205,15.12925761307263,71.5555555555556,0.19546677755181452,216.54682322993864,1.9450299456557734,0.39398572884811417,65.4,168.0,7.797629271454613,0.9722222222222222,2.0,0.9722222222222222,1.0,8.0,0.1728395061728395,-0.2500000000000916,77.0,47.53674948240165,1.6514278962624271,11.0,372.22222222222223,6.999999999999997,0.03671641791044776,1.0
randomcircuit_indep_none_10_s0.qasm,randomcircuit,indep,none,10,0,10.0,21.0,76.0,7.0,0.13333333333333333,0.2857142857142857,0.09210526315789473,0.291005291005291,0.9476190476190476,9.999999999999993,2.1972245773362196,10.00000000000001,0.9999999999999982,0.8999999999999999,18.420680743952367,90.0,-6.66133814775095e-16,0.0,1.5022600019555554,0.11904761904761907,1.1666666666666667,2.0,9.000531867705241,1.0,1.0,1.0,1.0,9.0,0.0,0.0,120.0,4.0,2.713545840214352,24.0,2.1,7.000000000000003,0.09523809523809523,1.0
